category,level1,level2,emoji,english,romaji
Adjective,Descriptions,Size,🏞️,wide,hiroi
Adjective,Descriptions,Size,🚪,narrow,semai
Adjective,Descriptions,Size,📊,thick,futoi
Adjective,Descriptions,Size,🪡,thin,hosoi
Adjective,Descriptions,Size,⬆️,deep,fukai
Adjective,Descriptions,Size,⬇️,shallow,asai
Adjective,Descriptions,Size,🎯,far,tōi
Adjective,Descriptions,Size,🤏,near,chikai
Adjective,Personality,Positive,😊,kind,yasashii
Adjective,Personality,Positive,😄,cheerful,akarui
Adjective,Personality,Positive,🤣,funny,omoshiroi
Adjective,Personality,Positive,🧠,smart,kashikoi
Adjective,Personality,Positive,😇,gentle,otonashii
Adjective,Personality,Positive,💪,strong,tsuyoi
Adjective,Personality,Positive,🤝,friendly,shinsetsu
Adjective,Personality,Positive,😌,calm,odayaka
Adjective,Personality,Positive,🎯,serious,majime
Adjective,Personality,Positive,💼,hardworking,kinben
Adjective,Personality,Positive,🙏,polite,teinei
Adjective,Personality,Positive,🎨,creative,sōzōteki
Adjective,Personality,Positive,😊,patient,gaman zuyoi
Adjective,Personality,Positive,🎊,lively,genki
Adjective,Personality,Positive,❤️,loving,aijō bukai
Adjective,Personality,Positive,🤗,warm,atatakai
Adjective,Personality,Positive,🎭,outgoing,shakōteki
Adjective,Personality,Positive,😁,optimistic,rakkan teki
Adjective,Personality,Positive,💎,honest,shōjiki
Adjective,Personality,Positive,🦸,brave,yūkan
Adjective,Personality,Positive,🙌,generous,kandai
Adjective,Personality,Positive,🎯,responsible,sekinin-kan
Adjective,Personality,Positive,🌟,confident,jishin ga aru
Adjective,Personality,Positive,🤲,humble,kenkyo
Adjective,Personality,Positive,💝,caring,omoyari
Adjective,Personality,Positive,😊,easygoing,nonbiri
Adjective,Personality,Positive,🎪,energetic,katsudōteki
Adjective,Personality,Positive,🦉,wise,kashikoi
Adjective,Personality,Positive,🌈,positive,sekkyoku teki
Adjective,Personality,Negative,😠,mean,ijiwaru
Adjective,Personality,Negative,😤,rude,shitsurei
Adjective,Personality,Negative,😔,shy,hazukashigari
Adjective,Personality,Negative,😰,nervous,kinchō
Adjective,Personality,Negative,😒,lazy,namakemono
Adjective,Personality,Negative,😢,weak,yowai
Adjective,Personality,Negative,😡,angry,okorippoi
Adjective,Personality,Negative,😭,crybaby,nakimushi
Adjective,Personality,Negative,😨,coward,okubyō
Adjective,Personality,Negative,😤,selfish,wagamama
Adjective,Personality,Negative,😏,arrogant,gōman
Adjective,Personality,Negative,🤥,dishonest,fujitsu
Adjective,Personality,Negative,😒,boring,tsumaranai
Adjective,Personality,Negative,😩,stubborn,ganko
Adjective,Personality,Negative,😠,jealous,shittobukoi
Adjective,Personality,Negative,😤,impatient,kimijakuna
Adjective,Personality,Negative,😈,cruel,zankoku
Adjective,Personality,Negative,🤐,cold,tsumetai
Adjective,Personality,Negative,😞,pessimistic,hikan teki
Adjective,Personality,Negative,😖,anxious,fuan
Adjective,Personality,Negative,😓,careless,fuchūi
Adjective,Personality,Negative,😵,forgetful,wasureppoi
Adjective,Personality,Negative,😡,aggressive,kōgeki teki
Adjective,Personality,Negative,🤔,suspicious,utagaibukai
Adjective,Personality,Negative,😬,awkward,bukiyō
Adjective,Personality,Neutral,🤔,quiet,shizuka
Adjective,Personality,Neutral,😐,shy,uchiki
Adjective,Personality,Neutral,🤫,reserved,hikaeme
Adjective,Personality,Neutral,😶,mysterious,nazo no
Adjective,Personality,Neutral,🙂,normal,futsū
Adjective,Personality,Neutral,😌,simple,shimpuru
Adjective,Personality,Neutral,🤷,independent,dokuritsu
Adjective,Personality,Neutral,😑,introverted,naikōteki
Adjective,Personality,Neutral,🧘,thoughtful,shinchō
Adjective,Personality,Neutral,📚,studious,benkyō zuki
