
category,level1,level2,emoji,english,romaji
Noun,Buildings,Health,🏥,medical center,iryō sentā
Noun,Buildings,Health,💆,massage parlor,massāji
Noun,Buildings,Health,💇,hair salon,biyōin
Noun,Buildings,Health,💇,barber,tokoya
Noun,Buildings,Transport,🚉,station,eki
Noun,Buildings,Transport,✈️,airport,kūkō
Noun,Buildings,Transport,🚌,bus stop,basu tei
Noun,Buildings,Transport,🚇,subway station,chikatetsu no eki
Noun,Buildings,Transport,🚂,train station,tetsudō eki
Noun,Buildings,Transport,🅿️,parking lot,chūshajō
Noun,Buildings,Transport,🚕,taxi stand,takushī noriba
Noun,Buildings,Transport,⛽,gas station,gasorinsutando
Noun,Buildings,Transport,🚢,port,minato
Noun,Buildings,Transport,🚢,harbor,kōwan
Noun,Buildings,Transport,🚏,bus terminal,basu tāminaru
Noun,Buildings,Transport,🚉,platform,hōmu
Noun,Buildings,Transport,🎫,ticket office,kippu uriba
Noun,Buildings,Leisure,🎬,cinema,eigakan
Noun,Buildings,Leisure,🎭,theater,gekijō
Noun,Buildings,Leisure,🎤,karaoke,karaoke
Noun,Buildings,Leisure,🏟️,arena,arēna
Noun,Buildings,Leisure,🎪,amusement park,yūenchi
Noun,Buildings,Leisure,🎰,arcade,gēmu sentā
Noun,Buildings,Leisure,🎳,bowling alley,bōringujō
Noun,Buildings,Leisure,💪,gym,jimu
Noun,Buildings,Leisure,🏋️,fitness center,fittonesu kurabu
Noun,Buildings,Leisure,🏊,sports center,supōtsu sentā
Noun,Buildings,Leisure,⛳,golf course,gorufu kōsu
Noun,Buildings,Leisure,🎾,tennis court,tenisu kōto
Noun,Buildings,Leisure,🎨,art studio,atorie
Noun,Buildings,Leisure,📚,bookstore cafe,hon kafe
Noun,Buildings,Leisure,🎮,manga cafe,manga kissa
Noun,Buildings,Leisure,♨️,hot spring,onsen
Noun,Buildings,Leisure,🛁,public bath,sentō
Noun,Buildings,Leisure,🎪,club,kurabu
Noun,Buildings,Leisure,🎵,live house,raibu hausu
Noun,Buildings,Accommodation,🏨,hotel,hoteru
Noun,Buildings,Accommodation,🏨,inn,ryokan
Noun,Buildings,Accommodation,🏠,house,ie
Noun,Buildings,Accommodation,🏢,apartment,apāto
Noun,Buildings,Accommodation,🏢,mansion,manshon
Noun,Buildings,Accommodation,🏠,home,uchi
Noun,Buildings,Accommodation,🏚️,dormitory,ryō
Noun,Buildings,Accommodation,🛏️,guest house,gesuto hausu
Noun,Buildings,Accommodation,🏕️,hostel,hosuteru
Noun,Buildings,Accommodation,🏢,condominium,kondominiyamu
Noun,Buildings,Accommodation,🏡,villa,bessō
Noun,Buildings,Accommodation,🏘️,housing complex,danchi
Noun,Buildings,Financial,🏦,bank,ginkō
Noun,Buildings,Financial,🏧,ATM,ē tī emu
Noun,Buildings,Financial,💳,credit union,shinkin
Noun,Buildings,Financial,💱,currency exchange,ryōgaejo
Noun,Buildings,Financial,💼,insurance company,hoken gaisha
Noun,Buildings,Financial,📊,stock exchange,shōken torihikijo
Noun,Buildings,Religious,⛩️,shrine,jinja
Noun,Buildings,Religious,🛕,temple,otera
Noun,Buildings,Religious,⛪,church,kyōkai
Noun,Buildings,Religious,🕌,mosque,mosuku
Noun,Buildings,Religious,🛕,Buddhist temple,bukkyō jiin
Noun,Buildings,Religious,⛩️,Shinto shrine,shintō jinja
Noun,Buildings,Religious,🙏,prayer hall,reidō
Noun,Buildings,Other,🏢,building,tatemono
Noun,Buildings,Other,🏗️,tower,tō
Noun,Buildings,Other,🏰,castle,shiro
Noun,Buildings,Other,🏛️,monument,kinenhi
Noun,Buildings,Other,⛲,fountain,funsui
Noun,Buildings,Other,🚻,restroom,toire
Noun,Buildings,Other,🅿️,parking garage,chūsha biru
Noun,Buildings,Other,🏗️,skyscraper,kōsō biru
Noun,Buildings,Other,🏢,elevator,erebētā
Noun,Buildings,Other,🪜,stairs,kaidan
Noun,Buildings,Other,🚪,entrance,iriguchi
Noun,Buildings,Other,🚪,exit,deguchi
Noun,Buildings,Other,🪟,window,mado
Noun,Buildings,Other,🚪,door,doa
Noun,Buildings,Other,🛗,escalator,esukarētā
Noun,Buildings,Other,🏛️,lobby,robī
Noun,Buildings,Other,🏢,floor,kai
Noun,Buildings,Other,🛎️,reception,uketsuke
Verb,Activities,Shopping,🛍️,shopping,kaimono
Verb,Activities,Shopping,🛒,shop,kaimono suru
Verb,Activities,Shopping,💳,buy,kau
Verb,Activities,Shopping,💰,sell,uru
Verb,Activities,Shopping,💵,pay,shiharau
Verb,Activities,Shopping,🏷️,bargain,nebiki kōshō suru
Verb,Activities,Shopping,👀,browse,mite mawaru
Verb,Activities,Shopping,🔍,look for,sagasu
Verb,Activities,Shopping,👜,carry,hakobu
Verb,Activities,Shopping,💳,purchase,kōnyū suru
Adjective,Colours,Basic,🔴,red,aka
Adjective,Colours,Basic,🔵,blue,ao
Adjective,Colours,Basic,🟡,yellow,kiiro
Adjective,Colours,Basic,🟢,green,midori
Adjective,Colours,Basic,🟠,orange,orenji
Adjective,Colours,Basic,🟣,purple,murasaki
Adjective,Colours,Basic,🟤,brown,chairo
Adjective,Colours,Basic,⚫,black,kuro
Adjective,Colours,Basic,⚪,white,shiro
Adjective,Colours,Basic,🩷,pink,pinku
Adjective,Colours,Basic,🩶,gray,haiiro
Adjective,Colours,Basic,💛,gold,kin'iro
Adjective,Colours,Basic,🩵,silver,gin'iro
Adjective,Colours,Basic,🤎,beige,bēju
Adjective,Colours,Basic,💚,emerald,emerarudo
Adjective,Colours,Light,🌸,light pink,usui pinku
Adjective,Colours,Light,💙,light blue,mizuiro
Adjective,Colours,Light,💛,light yellow,usui kiiro
Adjective,Colours,Light,💚,light green,usui midori
Adjective,Colours,Light,🟨,pale yellow,usuki iro
Adjective,Colours,Light,🤍,pure white,masshiro
Adjective,Colours,Light,🩵,sky blue,sorairo
Adjective,Colours,Light,💗,pale pink,usubeni
Adjective,Colours,Light,🟦,pastel blue,pasuteruburū
Adjective,Colours,Light,🌼,cream,kurīmu iro
Adjective,Colours,Light,💫,ivory,aibori
Adjective,Colours,Dark,❤️,dark red,aka kuroi
Adjective,Colours,Dark,💙,dark blue,kon
Adjective,Colours,Dark,💚,dark green,moyogi
Adjective,Colours,Dark,🖤,jet black,makkuro
Adjective,Colours,Dark,🤎,dark brown,koi chairo
Adjective,Colours,Dark,💜,dark purple,koi murasaki
Adjective,Colours,Dark,🟫,chocolate,chokorēto iro
Adjective,Colours,Dark,💙,navy blue,neibī
Adjective,Colours,Dark,🖤,charcoal,sumiro
Adjective,Colours,Dark,🌑,midnight,mayonaka
Adjective,Colours,Bright,❤️,bright red,akaaka
Adjective,Colours,Bright,💙,bright blue,aoi
Adjective,Colours,Bright,💛,bright yellow,kiiroi
Adjective,Colours,Bright,💚,bright green,midori iro
Adjective,Colours,Bright,🧡,vivid orange,azayaka na orenji
Adjective,Colours,Bright,💗,hot pink,hotto pinku
Adjective,Colours,Bright,💜,vivid purple,azayaka na murasaki
Adjective,Colours,Bright,✨,brilliant,kagayaku
Adjective,Colours,Bright,🌟,shiny,hikaru
Adjective,Colours,Bright,💫,sparkling,kirakira
Adjective,Colours,Bright,🔆,neon,neon
Adjective,Colours,Shades,🌈,rainbow,niji
Adjective,Colours,Shades,🎨,color,iro
Adjective,Colours,Shades,🩷,rose,bara iro
Adjective,Colours,Shades,💙,turquoise,tākoizu
Adjective,Colours,Shades,💜,violet,sumire iro
Adjective,Colours,Shades,💚,lime,raimu
Adjective,Colours,Shades,🤎,tan,taniro
Adjective,Colours,Shades,🩶,slate,surēto
Adjective,Colours,Shades,💙,teal,tīru
Adjective,Colours,Shades,💛,amber,kohaku iro
Adjective,Colours,Shades,💜,indigo,ai iro
Adjective,Colours,Shades,💚,jade,hisui iro
Adjective,Colours,Shades,🤍,pearl,shinju iro
Adjective,Colours,Shades,🤎,copper,dō iro
Adjective,Colours,Shades,🩶,bronze,seidō iro
Adjective,Colours,Shades,🩷,coral,sango iro
Adjective,Colours,Shades,💜,lavender,rabendā
Adjective,Colours,Shades,🤎,maroon,enji iro
Adjective,Colours,Shades,💙,cyan,shian
Adjective,Colours,Shades,💛,lemon,remon iro
Adjective,Colours,Patterns,⚫⚪,striped,shimamoyo
Adjective,Colours,Patterns,🔵⚪,polka dot,mizutama
Adjective,Colours,Patterns,🟦⬜,checkered,chekku
Adjective,Colours,Patterns,🌈,multicolored,niji iro
Adjective,Colours,Patterns,✨,glittery,kira kira
Adjective,Colours,Patterns,🎨,patterned,moyō
Adjective,Colours,Patterns,🌟,metallic,kinzoku
Adjective,Colours,Patterns,💎,transparent,tōmei
Adjective,Colours,Patterns,🌫️,opaque,fukōmei
Adjective,Colours,Patterns,🌊,gradient,guradiēshon
Noun,Drinks,Beverage,💧,water,mizu
Noun,Drinks,Beverage,🍵,tea,ocha
Noun,Drinks,Beverage,☕,coffee,kōhī
Noun,Drinks,Beverage,🥛,milk,gyūnyū
Noun,Drinks,Beverage,🧃,juice,jūsu
Noun,Drinks,Beverage,🍊,orange juice,orenji jūsu
Noun,Drinks,Beverage,🍎,apple juice,ringo jūsu
Noun,Drinks,Beverage,🍇,grape juice,gurēpu jūsu
Noun,Drinks,Beverage,🍹,tropical drink,toropikaru dorinku
Noun,Drinks,Beverage,🥤,soda,sōda
Noun,Drinks,Beverage,🥤,cola,kōra
Noun,Drinks,Beverage,🍋,lemonade,remonēdo
Noun,Drinks,Beverage,🧋,bubble tea,tapioka
Noun,Drinks,Beverage,🍵,green tea,ryokucha
Noun,Drinks,Beverage,🍵,black tea,kōcha
Noun,Drinks,Beverage,🫖,tea pot,kyūsu
Noun,Drinks,Beverage,☕,hot coffee,hotto kōhī
Noun,Drinks,Beverage,🧊,iced coffee,aisu kōhī
Noun,Drinks,Beverage,🥤,sports drink,supōtsu dorinku
Noun,Drinks,Beverage,🧃,vegetable juice,yasai jūsu
Noun,Drinks,Beverage,🍅,tomato juice,tomato jūsu
Noun,Drinks,Beverage,🥥,coconut water,kokonattsu wōtā
Noun,Drinks,Beverage,🍼,baby milk,miruku
Noun,Drinks,Beverage,🥛,soy milk,tōnyū
Noun,Drinks,Beverage,🍯,honey drink,hachimitsu dorinku
Noun,Drinks,Beverage,🫗,hot water,oyu
Noun,Drinks,Beverage,🧊,cold water,tsumetai mizu
Noun,Drinks,Beverage,💧,mineral water,mineraru wōtā
Noun,Drinks,Beverage,🥤,smoothie,sumūjī
Noun,Drinks,Beverage,🍫,hot chocolate,hotto chokorēto
Noun,Drinks,Alcohol,🍺,beer,bīru
Noun,Drinks,Alcohol,🍶,sake,sake
Noun,Drinks,Alcohol,🍷,wine,wain
Noun,Drinks,Alcohol,🍷,red wine,aka wain
Noun,Drinks,Alcohol,🍷,white wine,shiro wain
Noun,Drinks,Alcohol,🥃,whiskey,uisukī
Noun,Drinks,Alcohol,🍸,cocktail,kakuteru
Noun,Drinks,Alcohol,🍹,tropical cocktail,toropikaru kakuteru
Noun,Drinks,Alcohol,🍾,champagne,shanpen
Noun,Drinks,Alcohol,🥂,sparkling wine,supākuringu wain
Noun,Drinks,Alcohol,🍻,cheers,kanpai
Noun,Drinks,Alcohol,🥃,shochu,shōchū
Noun,Drinks,Alcohol,🍺,draft beer,nama bīru
Noun,Drinks,Alcohol,🍺,canned beer,kan bīru
Noun,Drinks,Alcohol,🥃,brandy,burandē
Noun,Drinks,Alcohol,🍸,martini,mātonī
Noun,Drinks,Alcohol,🥃,rum,ramu
Noun,Drinks,Alcohol,🍸,gin,jin
Noun,Drinks,Alcohol,🥃,vodka,uokka
Noun,Drinks,Alcohol,🍺,alcohol,osake
</artifact>
<artifact identifier="japanese-numbers-csv" type="application/vnd.ant.code" language="csv" title="Japanese Numbers Flashcard CSV">
category,level1,level2,emoji,english,romaji
Number,Numbers,Basic,1️⃣,one,ichi
Number,Numbers,Basic,2️⃣,two,ni
Number,Numbers,Basic,3️⃣,three,san
Number,Numbers,Basic,4️⃣,four,shi/yon
Number,Numbers,Basic,5️⃣,five,go
Number,Numbers,Basic,6️⃣,six,roku
Number,Numbers,Basic,7️⃣,seven,shichi/nana
Number,Numbers,Basic,8️⃣,eight,hachi
Number,Numbers,Basic,9️⃣,nine,kyū/ku
Number,Numbers,Basic,🔟,ten,jū
Number,Numbers,Basic,0️⃣,zero,zero/rei
Number,Numbers,Tens,🔢,eleven,jūichi
Number,Numbers,Tens,🔢,twelve,jūni
Number,Numbers,Tens,🔢,thirteen,jūsan
Number,Numbers,Tens,🔢,fourteen,jūshi/jūyon
Number,Numbers,Tens,🔢,fifteen,jūgo
Number,Numbers,Tens,🔢,sixteen,jūroku
Number,Numbers,Tens,🔢,seventeen,jūshichi/jūnana
Number,Numbers,Tens,🔢,eighteen,jūhachi
Number,Numbers,Tens,🔢,nineteen,jūkyū/jūku
Number,Numbers,Tens,🔢,twenty,nijū
Number,Numbers,Tens,🔢,thirty,sanjū
Number,Numbers,Tens,🔢,forty,yonjū
Number,Numbers,Tens,🔢,fifty,gojū
Number,Numbers,Tens,🔢,sixty,rokujū
Number,Numbers,Tens,🔢,seventy,nanajū
Number,Numbers,Tens,🔢,eighty,hachijū
Number,Numbers,Tens,🔢,ninety,kyūjū
Number,Numbers,Hundreds,💯,hundred,hyaku
Number,Numbers,Hundreds,💯,two hundred,nihyaku
Number,Numbers,Hundreds,💯,three hundred,sanbyaku
Number,Numbers,Hundreds,💯,four hundred,yonhyaku
Number,Numbers,Hundreds,💯,five hundred,gohyaku
Number,Numbers,Hundreds,💯,six hundred,roppyaku
Number,Numbers,Hundreds,💯,seven hundred,nanahyaku
Number,Numbers,Hundreds,💯,eight hundred,happyaku
Number,Numbers,Hundreds,💯,nine hundred,kyūhyaku
Number,Numbers,Thousands,🔢,thousand,sen
Number,Numbers,Thousands,🔢,two thousand,nisen
Number,Numbers,Thousands,🔢,three thousand,sanzen
Number,Numbers,Thousands,🔢,four thousand,yonsen
Number,Numbers,Thousands,🔢,five thousand,gosen
Number,Numbers,Thousands,🔢,six thousand,rokusen
Number,Numbers,Thousands,🔢,seven thousand,nanasen
Number,Numbers,Thousands,🔢,eight thousand,hassen
Number,Numbers,Thousands,🔢,nine thousand,kyūsen
Number,Numbers,Thousands,🔢,ten thousand,ichiman
Number,Numbers,Large,🔢,ten thousand,man
Number,Numbers,Large,🔢,hundred thousand,jūman
Number,Numbers,Large,🔢,million,hyakuman
Number,Numbers,Large,🔢,ten million,senman
Number,Numbers,Large,🔢,hundred million,oku
Number,Numbers,Large,🔢,billion,jūoku
Number,Numbers,Large,🔢,trillion,chō
Number,Numbers,Ordinal,🥇,first,ichiban
Number,Numbers,Ordinal,🥈,second,niban
Number,Numbers,Ordinal,🥉,third,sanban
Number,Numbers,Ordinal,4️⃣,fourth,yonban
Number,Numbers,Ordinal,5️⃣,fifth,goban
Number,Numbers,Ordinal,🔢,last,saigo
Number,Numbers,Counter,👤,one person,hitori
Number,Numbers,Counter,👥,two people,futari
Number,Numbers,Counter,👥,three people,sannin
Number,Numbers,Counter,👥,four people,yonin
Number,Numbers,Counter,👥,five people,gonin
Number,Numbers,Counter,📏,one long object,ippon
Number,Numbers,Counter,📏,two long objects,nihon
Number,Numbers,Counter,📏,three long objects,sanbon
Number,Numbers,Counter,📄,one flat object,ichimai
Number,Numbers,Counter,📄,two flat objects,nimai
Number,Numbers,Counter,📄,three flat objects,sanmai
Number,Numbers,Counter,🐕,one animal,ippiki
Number,Numbers,Counter,🐕,two animals,nihiki
Number,Numbers,Counter,🐕,three animals,sanbiki
Number,Numbers,Counter,🏢,one building,ikken
Number,Numbers,Counter,🏢,two buildings,niken
Number,Numbers,Counter,🏢,three buildings,sangen
Number,Numbers,Counter,📚,one book,issatsu
Number,Numbers,Counter,📚,two books,nisatsu
Number,Numbers,Counter,📚,three books,sansatsu
Number,Numbers,Counter,🚗,one vehicle,ichidai
Number,Numbers,Counter,🚗,two vehicles,nidai
Number,Numbers,Counter,🚗,three vehicles,sandai
Number,Numbers,Counter,🔢,how many,ikutsu
Number,Numbers,Counter,❓,how many people,nannin
Number,Numbers,Counter,❓,what number,nanban
Noun,Family,Immediate,👨,father,otōsan
Noun,Family,Immediate,👩,mother,okāsan
Noun,Family,Immediate,👦,older brother,onīsan
Noun,Family,Immediate,👧,older sister,onēsan
Noun,Family,Immediate,👶,younger brother,otōto
Noun,Family,Immediate,👶,younger sister,imōto
Noun,Family,Immediate,👴,grandfather,ojīsan
Noun,Family,Immediate,👵,grandmother,obāsan
Noun,Family,Immediate,👨‍👩‍👧‍👦,family,kazoku
Noun,Family,Immediate,👪,parents,ryōshin
Noun,Family,Immediate,👫,siblings,kyōdai
Noun,Family,Immediate,👶,child,kodomo
Noun,Family,Immediate,👦,son,musuko
