category,level1,level2,emoji,english,romaji
Noun,Food,Meals,🥩,steak,sutēki
Noun,Food,Meals,🍢,oden,oden
Noun,Food,Meals,🍡,dango,dango
Noun,Food,Meals,🥮,mooncake,geppei
Noun,Food,Meals,🍧,shaved ice,kakigōri
Noun,Food,Meals,🍥,fish cake,kamaboko
Noun,Food,Meals,🥠,fortune cookie,fōchun kukkī
Noun,Food,Meals,🥡,takeout box,teikuauto
Noun,Food,Meals,🍴,fork and knife,fōku to naifu
Noun,Food,Dessert,🍰,cake,kēki
Noun,Food,Dessert,🍪,cookie,kukkī
Noun,Food,Dessert,🍩,donut,dōnatsu
Noun,Food,Dessert,🍫,chocolate,chokorēto
Noun,Food,Dessert,🍬,candy,kyandī
Noun,Food,Dessert,🍭,lollipop,kyandī
Noun,Food,Dessert,🍮,pudding,purin
Noun,Food,Dessert,🎂,birthday cake,bāsudē kēki
Noun,Food,Dessert,🧁,cupcake,kappukēki
Noun,Food,Dessert,🥧,pie,pai
Noun,Food,Dessert,🍨,ice cream,aisukurīmu
Noun,Food,Dessert,🍦,soft serve,sofuto kurīmu
Noun,Food,Dessert,🍧,shaved ice,kakigōri
Noun,Food,Dessert,🍡,dango,dango
Noun,Food,Dessert,🍘,rice cracker,senbei
Noun,Food,Dessert,🍥,mochi,mochi
Noun,Food,Dessert,🥮,mooncake,geppei
Noun,Food,Dessert,🍯,honey,hachimitsu
Noun,Food,Dessert,🧇,waffle,waffuru
Noun,Food,Dessert,🥞,pancake,pankēki
Noun,Food,Mealtime,🌅,breakfast,chōshoku
Noun,Food,Mealtime,🌞,lunch,chūshoku
Noun,Food,Mealtime,🌙,dinner,yūshoku
Noun,Food,Mealtime,☕,morning,asa
Noun,Food,Mealtime,🌆,evening,yoru
Noun,Food,Mealtime,🍽️,meal,shokuji
Noun,Food,Mealtime,🥣,breakfast,asagohan
Noun,Food,Mealtime,🍱,lunch,hirugohan
Noun,Food,Mealtime,🍜,dinner,bangohan
Noun,Food,Mealtime,🥪,snack,oyatsu
Noun,Food,Mealtime,🍵,tea time,ochakai
Noun,Food,Mealtime,🌃,midnight snack,yashoku
Noun,Food,Mealtime,🍴,eating,taberu
Noun,Food,Mealtime,🥤,drinking,nomu
Noun,Food,Meat,🥩,beef,gyūniku
Noun,Food,Meat,🐷,pork,butaniku
Noun,Food,Meat,🐔,chicken,toriniku
Noun,Food,Meat,🦆,duck,kamo
Noun,Food,Meat,🐟,fish,sakana
Noun,Food,Meat,🦐,shrimp,ebi
Noun,Food,Meat,🦀,crab,kani
Noun,Food,Meat,🦑,squid,ika
Noun,Food,Meat,🐙,octopus,tako
Noun,Food,Meat,🦞,lobster,robusutā
Noun,Food,Meat,🥓,bacon,bēkon
Noun,Food,Meat,🌭,sausage,sōsēji
Noun,Food,Meat,🍗,chicken leg,chikin
Noun,Food,Meat,🥩,steak,sutēki
Noun,Food,Meat,🍖,meat,niku
Noun,Food,Meat,🐑,lamb,ramu
Noun,Food,Meat,🦴,bone,hone
Noun,Food,Meat,🥚,egg,tamago
Noun,Food,Meat,🍳,fried egg,medamayaki
Noun,Food,Meat,🐠,tuna,maguro
Noun,Food,Meat,🦈,salmon,sake
Noun,Food,Meat,🐡,mackerel,saba
